subject_id,session_number,block_number,trial_number,trial_type,response_made,current_speed,width,distance_level,trial_start_ms,loom_onset_ms,d7_onset_ms,position_D7_ms,position_D6_ms,position_D5_ms,position_D4_ms,position_D3_ms,position_D2_ms,position_D1_ms,vibrotactile_onset_ms,response_time_ms,reaction_time_ms,distance_m,loom_start_m,loom_end_m,vibration_device,trial_interrupted,timestamp
P001,1,2,18,V,0,fast,narrow,,1055880.385,1055880.385,1056394.443,1056394.443,1056617.191,1056825.192,1057047.797,1057283.596,1057505.243,1057727.047,,,,,2.250,0.250,None,0,2026-07-23T15:30:45.3634511+02:00
P001,1,2,19,VT,0,slow,narrow,D1,1059352.255,1059352.255,1060866.027,1060866.027,1061532.107,1062199.068,1062865.466,1063532.000,1064198.631,1064865.472,1064865.472,,,0.250,2.250,0.250,None,0,2026-07-23T15:30:55.9050170+02:00
P001,1,2,20,VT,1,fast,narrow,D4,1069932.926,1069932.926,1070446.501,1070446.501,1070655.282,1070891.317,1071113.339,1071335.823,1071544.221,1071766.716,1071113.339,1071460.615,347.3,1.250,2.250,0.250,None,0,2026-07-23T15:30:59.4020506+02:00
P001,1,2,21,VT,1,fast,narrow,D1,1076614.117,1076614.117,1077126.962,1077126.962,1077349.545,1077557.845,1077793.748,1078002.279,1078238.262,1078460.149,1078460.149,1078918.316,458.2,0.250,2.250,0.250,None,0,2026-07-23T15:31:06.5406021+02:00
P001,1,2,22,VT,1,slow,narrow,D6,1080695.550,1080695.550,1082208.842,1082208.842,1082875.433,1083529.091,1084195.762,1084862.007,1085542.640,1086209.613,1082875.433,1083389.938,514.5,1.917,2.250,0.250,None,0,2026-07-23T15:31:13.8450952+02:00
P001,1,2,23,V,0,fast,narrow,,1087861.745,1087861.745,1088375.399,1088375.399,1088583.858,1088805.936,1089041.840,1089263.888,1089472.572,1089708.494,,,,,2.250,0.250,None,0,2026-07-23T15:31:17.3436961+02:00
P001,1,2,24,VT,1,fast,narrow,D2,1091263.152,1091263.152,1091776.485,1091776.485,1091984.971,1092207.678,1092443.183,1092665.489,1092874.041,1093096.594,1092874.041,1093359.934,485.9,0.583,2.250,0.250,None,0,2026-07-23T15:31:20.9875697+02:00
P001,1,2,25,V,0,fast,narrow,,1095123.633,1095123.633,1095637.179,1095637.179,1095845.544,1096067.889,1096290.131,1096512.417,1096747.736,1096970.133,,,,,2.250,0.250,None,0,2026-07-23T15:31:24.6059162+02:00
P001,1,2,26,VT,1,slow,narrow,D7,1098497.888,1098497.888,1099997.781,1099997.781,1100664.924,1101330.979,1101997.591,1102664.371,1103331.016,1103997.731,1099997.781,1100442.420,444.6,2.250,2.250,0.250,None,0,2026-07-23T15:31:31.6335430+02:00
P001,1,2,27,VT,1,fast,narrow,D5,1105538.603,1105538.603,1106052.429,1106052.429,1106274.766,1106483.086,1106705.264,1106928.003,1107160.897,1107371.917,1106483.086,1106858.240,375.2,1.583,2.250,0.250,None,0,2026-07-23T15:31:35.0077722+02:00
P001,1,2,28,V,0,fast,narrow,,1108621.924,1108621.924,1109135.595,1109135.595,1109357.825,1109579.891,1109802.237,1110024.421,1110246.543,1110468.625,,,,,2.250,0.250,None,0,2026-07-23T15:31:38.1046788+02:00
P001,1,2,29,VT,1,fast,narrow,D7,1112218.042,1112218.042,1112717.624,1112717.624,1112939.994,1113162.114,1113370.997,1113606.359,1113828.670,1114050.881,1112717.624,1113245.987,528.4,2.250,2.250,0.250,None,0,2026-07-23T15:31:41.6875802+02:00
P001,1,2,30,VT,1,fast,narrow,D7,1115745.316,1115745.316,1116245.652,1116245.652,1116453.802,1116689.835,1116898.424,1117121.165,1117342.824,1117564.993,1116245.652,1116675.855,430.2,2.250,2.250,0.250,None,0,2026-07-23T15:31:45.2008255+02:00
P001,1,2,31,VT,1,fast,narrow,D4,1119175.950,1119175.950,1119689.679,1119689.679,1119911.811,1120120.417,1120355.856,1120578.164,1120800.632,1121022.819,1120355.856,1120675.624,319.8,1.250,2.250,0.250,None,0,2026-07-23T15:31:48.6574617+02:00
P001,1,2,32,V,0,fast,narrow,,1122383.769,1122383.769,1122896.957,1122896.957,1123119.369,1123341.698,1123563.922,1123785.866,1124008.194,1124230.105,,,,,2.250,0.250,None,0,2026-07-23T15:31:51.8660135+02:00
P001,1,2,33,VT,1,fast,narrow,D5,1125980.046,1125980.046,1126480.074,1126480.074,1126701.777,1126924.259,1127146.242,1127368.409,1127590.288,1127812.781,1126924.259,1127271.333,347.1,1.583,2.250,0.250,None,0,2026-07-23T15:31:55.4483936+02:00
P001,1,2,34,VT,1,fast,narrow,D5,1129243.105,1129243.105,1129743.149,1129743.149,1129951.338,1130173.631,1130395.783,1130618.170,1130840.378,1131062.559,1130173.631,1130465.281,291.7,1.583,2.250,0.250,None,0,2026-07-23T15:31:58.6980048+02:00
P001,1,2,35,VT,1,fast,narrow,D1,1132367.882,1132367.882,1132867.914,1132867.914,1133089.941,1133312.396,1133534.270,1133756.896,1133978.802,1134200.721,1134200.721,1134423.220,222.5,0.250,2.250,0.250,None,0,2026-07-23T15:32:02.0462903+02:00
P001,1,2,36,V,0,slow,narrow,,1135811.539,1135811.539,1137325.258,1137325.258,1137991.620,1138658.247,1139324.444,1139990.942,1140657.441,1141324.173,,,,,2.250,0.250,None,0,2026-07-23T15:32:08.9604566+02:00
P001,1,2,37,V,0,slow,narrow,,1143060.016,1143060.016,1144573.780,1144573.780,1145226.956,1145893.637,1146559.821,1147226.400,1147892.858,1148559.663,,,,,2.250,0.250,None,0,2026-07-23T15:32:16.1954668+02:00
P001,1,2,38,T,1,slow,narrow,D5,1150309.230,,,,,,,,,,1153152.868,1153584.401,431.5,1.583,2.250,0.250,None,0,2026-07-23T15:32:23.4423109+02:00
P001,1,2,39,VT,1,slow,narrow,D1,1157099.001,1157099.001,1158599.225,1158599.225,1159265.816,1159932.613,1160598.987,1161265.387,1161932.339,1162598.129,1162598.129,1163000.689,402.6,0.250,2.250,0.250,None,0,2026-07-23T15:32:30.6237379+02:00
P001,1,2,40,T,1,slow,narrow,D6,1164347.844,,,,,,,,,,1166527.970,1167014.154,486.2,1.917,2.250,0.250,None,0,2026-07-23T15:32:37.4967155+02:00
P001,1,2,41,VT,1,fast,narrow,D2,1172456.977,1172456.977,1172970.826,1172970.826,1173193.540,1173415.134,1173637.554,1173859.753,1174068.310,1174304.190,1174068.310,1174498.815,430.5,0.583,2.250,0.250,None,0,2026-07-23T15:32:42.1215827+02:00
P001,1,2,42,V,0,fast,narrow,,1175956.781,1175956.781,1176470.468,1176470.468,1176692.780,1176914.950,1177136.926,1177359.215,1177581.957,1177803.536,,,,,2.250,0.250,None,0,2026-07-23T15:32:45.4383016+02:00
P001,1,2,43,VT,1,slow,narrow,D2,1179456.115,1179456.115,1180969.501,1180969.501,1181635.878,1182303.082,1182969.395,1183635.972,1184302.611,1184969.064,1184302.611,1184594.318,291.7,0.583,2.250,0.250,None,0,2026-07-23T15:32:52.6047032+02:00
P001,1,2,44,V,0,slow,narrow,,1186482.174,1186482.174,1187982.194,1187982.194,1188648.949,1189302.098,1189968.582,1190635.179,1191301.848,1191982.801,,,,,2.250,0.250,None,0,2026-07-23T15:32:59.6178680+02:00
P001,1,2,45,VT,1,slow,narrow,D4,1193232.215,1193232.215,1194745.596,1194745.596,1195398.328,1196065.211,1196745.271,1197411.562,1198078.481,1198744.832,1196745.271,1197120.157,374.9,1.250,2.250,0.250,None,0,2026-07-23T15:33:06.3795453+02:00
P001,1,2,46,VT,1,slow,narrow,D5,1200091.894,1200091.894,1201605.536,1201605.536,1202271.501,1202938.073,1203591.298,1204271.827,1204924.553,1205591.400,1202938.073,1203244.503,306.4,1.583,2.250,0.250,None,0,2026-07-23T15:33:13.2271800+02:00
P001,1,2,47,V,0,slow,narrow,,1206966.128,1206966.128,1208479.394,1208479.394,1209145.855,1209812.538,1210478.921,1211145.504,1211812.320,1212478.486,,,,,2.250,0.250,None,0,2026-07-23T15:33:20.1143547+02:00
P001,1,2,48,VT,1,slow,narrow,D2,1213770.192,1213770.192,1215283.294,1215283.294,1215950.108,1216616.539,1217283.319,1217949.567,1218615.919,1219282.742,1218615.919,1219061.314,445.4,0.583,2.250,0.250,None,0,2026-07-23T15:33:26.9175648+02:00
P001,1,2,49,VT,1,fast,narrow,D7,1221087.874,1221087.874,1221601.729,1221601.729,1221810.179,1222046.147,1222268.535,1222476.739,1222712.798,1222934.805,1221601.729,1222046.147,444.4,2.250,2.250,0.250,None,0,2026-07-23T15:33:30.5702419+02:00
P001,1,2,50,T,1,fast,narrow,D1,1224239.923,,,,,,,,,,1226086.848,1226614.758,527.9,0.250,2.250,0.250,None,0,2026-07-23T15:33:34.2369116+02:00
P001,1,2,51,V,0,fast,narrow,,1227933.886,1227933.886,1228448.074,1228448.074,1228669.862,1228892.228,1229114.682,1229336.650,1229558.732,1229781.312,,,,,2.250,0.250,None,0,2026-07-23T15:33:37.4164497+02:00
P001,1,2,52,VT,1,slow,narrow,D6,1231197.533,1231197.533,1232697.623,1232697.623,1233364.302,1234030.807,1234697.419,1235364.048,1236030.358,1236697.090,1233364.302,1233836.420,472.1,1.917,2.250,0.250,None,0,2026-07-23T15:33:44.3327399+02:00
P001,1,2,53,V,0,slow,narrow,,1238335.762,1238335.762,1239835.816,1239835.816,1240502.279,1241168.611,1241835.208,1242501.885,1243168.576,1243835.833,,,,,2.250,0.250,None,0,2026-07-23T15:33:51.4714328+02:00
P001,1,2,54,VT,1,slow,narrow,D4,1245293.639,1245293.639,1246807.063,1246807.063,1247474.156,1248139.820,1248806.957,1249473.088,1250139.792,1250806.052,1248806.957,1249196.214,389.3,1.250,2.250,0.250,None,0,2026-07-23T15:33:58.4419758+02:00
P001,1,2,55,VT,1,slow,narrow,D3,1252278.143,1252278.143,1253791.666,1253791.666,1254458.093,1255124.350,1255790.960,1256457.315,1257149.661,1257790.865,1256457.315,1256902.354,445.0,0.917,2.250,0.250,None,0,2026-07-23T15:34:05.4262633+02:00
P001,1,2,56,V,0,slow,narrow,,1259232.228,1259232.228,1260733.778,1260733.778,1261399.824,1262052.857,1262719.975,1263386.493,1264053.110,1264719.833,,,,,2.250,0.250,None,0,2026-07-23T15:34:12.3546499+02:00
P001,1,2,57,VT,0,slow,narrow,D1,1266135.916,1266135.916,1267649.512,1267649.512,1268315.942,1268982.846,1269649.188,1270315.702,1270982.395,1271648.943,1271648.943,,,0.250,2.250,0.250,None,0,2026-07-23T15:34:21.5108932+02:00
P001,1,2,58,V,0,slow,narrow,,1275203.908,1275203.908,1276704.027,1276704.027,1277370.565,1278036.963,1278703.788,1279370.165,1280036.923,1280703.317,,,,,2.250,0.250,None,0,2026-07-23T15:34:28.3384433+02:00
P001,1,2,59,VT,0,slow,narrow,D7,1281938.891,1281938.891,1283452.638,1283452.638,1284119.349,1284785.601,1285452.499,1286119.293,1286786.212,1287452.856,1283452.638,,,2.250,2.250,0.250,None,0,2026-07-23T15:34:35.9098313+02:00
P001,1,2,60,VT,1,slow,narrow,D6,1289716.003,1289716.003,1291229.520,1291229.520,1291895.896,1292561.867,1293228.730,1293895.254,1294562.128,1295228.056,1291895.896,1292201.273,305.4,1.917,2.250,0.250,None,0,2026-07-23T15:34:42.8641539+02:00
P001,1,2,61,V,0,fast,narrow,,1298727.535,1298727.535,1299241.766,1299241.766,1299463.672,1299672.321,1299894.411,1300130.416,1300352.455,1300575.034,,,,,2.250,0.250,None,0,2026-07-23T15:34:48.2099721+02:00
P001,1,2,62,VT,1,slow,narrow,D3,1301810.617,1301810.617,1303324.062,1303324.062,1303977.082,1304643.574,1305323.915,1305990.113,1306657.328,1307323.643,1305990.113,1306295.858,305.7,0.917,2.250,0.250,None,0,2026-07-23T15:34:54.9589391+02:00
P001,1,2,63,VT,1,slow,narrow,D2,1308989.580,1308989.580,1310503.595,1310503.595,1311169.929,1311822.887,1312489.772,1313156.560,1313823.216,1314503.248,1313823.216,1314267.337,444.1,0.583,2.250,0.250,None,0,2026-07-23T15:35:02.1382525+02:00
P001,1,2,64,V,1,fast,narrow,,1315947.299,1315947.299,1316461.030,1316461.030,1316669.824,1316892.104,1317127.843,1317349.873,1317572.288,1317794.179,,1317280.544,,,2.250,0.250,None,0,2026-07-23T15:35:05.4297191+02:00
P001,1,2,65,VT,1,slow,narrow,D3,1319141.088,1319141.088,1320641.040,1320641.040,1321307.772,1321974.702,1322641.157,1323294.546,1323974.591,1324641.042,1323294.546,1323641.513,347.0,0.917,2.250,0.250,None,0,2026-07-23T15:35:12.2764916+02:00
P001,1,2,66,VT,1,fast,narrow,D5,1326224.628,1326224.628,1326738.259,1326738.259,1326960.600,1327182.880,1327404.890,1327627.026,1327849.609,1328071.518,1327182.880,1327529.901,347.0,1.583,2.250,0.250,None,0,2026-07-23T15:35:15.7073507+02:00
P001,1,2,67,V,0,slow,narrow,,1329613.414,1329613.414,1331127.179,1331127.179,1331780.009,1332446.794,1333126.751,1333793.562,1334459.798,1335126.732,,,,,2.250,0.250,None,0,2026-07-23T15:35:22.7625899+02:00
P001,1,2,68,VT,1,slow,narrow,D5,1336404.399,1336404.399,1337917.237,1337917.237,1338583.889,1339250.375,1339917.410,1340583.878,1341250.294,1341917.250,1339250.375,1339764.639,514.3,1.583,2.250,0.250,None,0,2026-07-23T15:35:29.5522446+02:00
P001,1,2,69,VT,1,slow,narrow,D5,1343416.767,1343416.767,1344930.469,1344930.469,1345583.539,1346263.262,1346929.931,1347596.407,1348263.426,1348929.580,1346263.262,1346638.492,375.2,1.583,2.250,0.250,None,0,2026-07-23T15:35:36.5648530+02:00
P001,1,2,70,V,0,slow,narrow,,1350526.530,1350526.530,1352026.567,1352026.567,1352679.629,1353346.298,1354026.203,1354692.744,1355359.487,1356025.864,,,,,2.250,0.250,None,0,2026-07-23T15:35:43.6612568+02:00
P001,1,2,71,VT,0,fast,narrow,D6,1357705.689,1357705.689,1358219.467,1358219.467,1358441.676,1358663.848,1358886.129,1359094.644,1359316.864,1359552.268,1358441.676,,,1.917,2.250,0.250,None,0,2026-07-23T15:35:48.2460578+02:00
P001,1,2,72,V,0,fast,narrow,,1362301.812,1362301.812,1362815.341,1362815.341,1363023.960,1363246.303,1363468.393,1363690.840,1363912.604,1364134.792,,,,,2.250,0.250,None,0,2026-07-23T15:35:51.7703257+02:00
P001,1,2,73,T,1,slow,narrow,D1,1365621.341,,,,,,,,,,1371134.132,1371466.762,332.6,0.250,2.250,0.250,None,0,2026-07-23T15:35:59.0896918+02:00
P001,1,2,74,VT,1,slow,narrow,D4,1372799.827,1372799.827,1374313.619,1374313.619,1374966.519,1375647.442,1376299.997,1377001.753,1377646.631,1378313.072,1376299.997,1376757.996,458.0,1.250,2.250,0.250,None,0,2026-07-23T15:36:05.9488931+02:00
P001,1,2,75,VT,1,slow,narrow,D4,1379632.468,1379632.468,1381133.041,1381133.041,1381799.332,1382466.285,1383132.097,1383798.864,1384465.302,1385131.702,1383132.097,1383506.868,374.8,1.250,2.250,0.250,None,0,2026-07-23T15:36:12.7667484+02:00
P001,1,2,76,VT,0,fast,narrow,D1,1386603.665,1386603.665,1387117.031,1387117.031,1387339.146,1387561.292,1387783.531,1388005.570,1388227.653,1388449.707,1388449.707,,,0.250,2.250,0.250,None,0,2026-07-23T15:36:17.4876702+02:00
P001,1,2,77,VT,1,fast,narrow,D6,1391212.759,1391212.759,1391726.471,1391726.471,1391935.238,1392157.155,1392379.389,1392615.049,1392837.108,1393059.768,1391935.238,1392323.461,388.2,1.917,2.250,0.250,None,0,2026-07-23T15:36:20.6954083+02:00
P001,1,2,78,VT,1,fast,narrow,D3,1394420.194,1394420.194,1394934.203,1394934.203,1395142.528,1395364.761,1395587.127,1395809.673,1396031.788,1396253.727,1395809.673,1396267.701,458.0,0.917,2.250,0.250,None,0,2026-07-23T15:36:23.8905062+02:00
P001,1,2,79,VT,1,fast,narrow,D4,1397781.177,1397781.177,1398295.097,1398295.097,1398517.084,1398725.416,1398961.414,1399183.628,1399392.353,1399627.648,1398961.414,1399324.048,362.6,1.250,2.250,0.250,None,0,2026-07-23T15:36:27.2628357+02:00
P001,1,2,80,V,0,slow,narrow,,1401308.031,1401308.031,1402808.080,1402808.080,1403461.107,1404127.921,1404795.025,1405461.094,1406127.987,1406794.511,,,,,2.250,0.250,None,0,2026-07-23T15:36:34.4298287+02:00
P001,1,2,81,VT,1,fast,narrow,D1,1410376.534,1410376.534,1410889.878,1410889.878,1411112.337,1411334.589,1411543.277,1411778.468,1412000.960,1412223.062,1412223.062,1412611.719,388.7,0.250,2.250,0.250,None,0,2026-07-23T15:36:40.2341032+02:00
P001,1,2,82,VT,0,fast,narrow,D3,1414055.807,1414055.807,1414569.762,1414569.762,1414791.670,1415013.798,1415235.791,,1415667.580,1415902.719,,,,0.917,2.250,0.250,None,0,2026-07-23T15:36:44.4687061+02:00
P001,1,2,83,V,0,fast,narrow,,1418110.485,1418110.485,1418610.393,1418610.393,1418818.728,1419054.785,1419263.488,1419499.628,1419721.468,1419929.816,,,,,2.250,0.250,None,0,2026-07-23T15:36:47.5784927+02:00
P001,1,2,84,T,1,fast,narrow,D2,1421609.690,,,,,,,,,,1423221.078,1423595.757,374.7,0.583,2.250,0.250,None,0,2026-07-23T15:36:51.2180737+02:00
P001,1,2,85,T,1,slow,narrow,D2,1425164.895,,,,,,,,,,1430011.178,1430372.228,361.0,0.583,2.250,0.250,None,0,2026-07-23T15:36:58.3131095+02:00
P001,1,2,86,VT,1,fast,narrow,D3,1432094.486,1432094.486,1432607.998,1432607.998,1432816.876,1433052.434,1433274.483,1433483.283,1433718.991,1433941.171,1433483.283,1433830.213,346.9,0.917,2.250,0.250,None,0,2026-07-23T15:37:01.5770793+02:00
P001,1,2,87,VT,1,fast,narrow,D3,1435482.297,1435482.297,1435996.351,1435996.351,1436218.137,1436426.681,1436662.924,1436884.879,1437107.239,1437329.884,1436884.879,1437246.000,361.1,0.917,2.250,0.250,None,0,2026-07-23T15:37:04.9649148+02:00
P001,1,2,88,VT,1,fast,narrow,D6,1438842.991,1438842.991,1439356.824,1439356.824,1439565.195,1439787.554,1440023.177,1440245.544,1440454.420,1440689.779,1439565.195,1440176.201,611.0,1.917,2.250,0.250,None,0,2026-07-23T15:37:08.3251573+02:00
P001,1,2,89,V,0,fast,narrow,,1442453.848,1442453.848,1442954.073,1442954.073,1443161.783,1443384.140,1443620.372,1443842.312,1444050.741,1444286.412,,,,,2.250,0.250,None,0,2026-07-23T15:37:11.9228613+02:00
P001,1,2,90,T,1,slow,narrow,D7,1445967.174,,,,,,,,,,1447480.556,1447897.035,416.5,2.250,2.250,0.250,None,0,2026-07-23T15:37:19.1084325+02:00
P001,1,2,91,V,0,slow,narrow,,1453282.951,1453282.951,1454784.045,1454784.045,1455437.028,1456103.888,1456770.352,1457437.202,1458104.234,1458770.800,,,,,2.250,0.250,None,0,2026-07-23T15:37:26.4063754+02:00
P001,1,2,92,VT,1,slow,narrow,D1,1460382.038,1460382.038,1461882.046,1461882.046,1462548.019,1463214.694,1463881.320,1464547.588,1465214.211,1465880.785,1465880.785,1466283.909,403.1,0.250,2.250,0.250,None,0,2026-07-23T15:37:33.9088767+02:00
P001,1,2,93,VT,1,slow,narrow,D3,1468005.079,1468005.079,1469518.509,1469518.509,1470184.954,1470851.272,1471517.969,1472184.692,1472850.624,1473517.899,1472184.692,1472588.442,403.8,0.917,2.250,0.250,None,0,2026-07-23T15:37:41.1537147+02:00
P001,1,2,94,T,1,fast,narrow,D5,1475184.593,,,,,,,,,,1476142.610,1476476.372,333.8,1.583,2.250,0.250,None,0,2026-07-23T15:37:44.6533181+02:00
P001,1,2,95,V,0,slow,narrow,,1478656.215,1478656.215,1480156.164,1480156.164,1480823.182,1481489.972,1482156.676,1482823.440,1483489.667,1484156.303,,,,,2.250,0.250,None,0,2026-07-23T15:37:51.7917276+02:00
P001,1,2,96,VT,1,slow,narrow,D2,1485698.033,1485698.033,1487211.592,1487211.592,1487877.886,1488544.903,1489211.624,1489878.249,1490544.597,1491210.926,1490544.597,1490989.065,444.5,0.583,2.250,0.250,None,0,2026-07-23T15:37:58.8463178+02:00
P001,1,2,97,VT,1,slow,narrow,D7,1492835.786,1492835.786,1494349.466,1494349.466,1495002.519,1495668.919,1496335.658,1497015.798,1497682.422,1498348.816,1494349.466,1494752.623,403.2,2.250,2.250,0.250,None,0,2026-07-23T15:38:05.9844440+02:00
P001,1,2,98,T,1,fast,narrow,D3,1499778.837,,,,,,,,,,1501181.172,1501569.818,388.6,0.917,2.250,0.250,None,0,2026-07-23T15:38:09.2614022+02:00
P001,1,3,1,VT,1,fast,narrow,D7,1561309.519,1561309.519,1561822.007,1561822.007,1562030.390,1562252.547,1562474.712,1562697.028,1562919.454,1563141.519,1561822.007,1562307.700,485.7,2.250,2.250,0.250,None,0,2026-07-23T15:39:10.7768543+02:00
P001,1,3,2,V,0,slow,narrow,,1564600.566,1564600.566,1566101.109,1566101.109,1566767.519,1567420.179,1568100.424,1568767.123,1569433.509,1570099.889,,,,,2.250,0.250,None,0,2026-07-23T15:39:17.7351904+02:00
P001,1,3,3,VT,1,fast,narrow,D6,1571863.410,1571863.410,1572377.179,1572377.179,1572599.297,1572822.089,1573043.784,1573265.939,1573488.375,1573710.201,1572599.297,1572890.928,291.6,1.917,2.250,0.250,None,0,2026-07-23T15:39:21.3456707+02:00
P001,1,3,4,V,0,fast,narrow,,1575140.562,1575140.562,1575654.272,1575654.272,1575876.084,1576098.434,1576320.784,1576542.815,1576764.818,1576987.113,,,,,2.250,0.250,None,0,2026-07-23T15:39:24.6227800+02:00
P001,1,3,5,V,0,slow,narrow,,1578250.356,1578250.356,1579764.100,1579764.100,1580430.547,1581083.491,1581763.497,1582416.963,1583096.835,1583763.273,,,,,2.250,0.250,None,0,2026-07-23T15:39:31.3986160+02:00
P001,1,3,6,VT,1,fast,narrow,D1,1585346.756,1585346.756,1585860.401,1585860.401,1586083.065,1586291.355,1586513.690,1586749.354,1586971.750,1587193.756,1587193.756,1587541.138,347.4,0.250,2.250,0.250,None,0,2026-07-23T15:39:35.1635260+02:00
P001,1,3,7,VT,1,slow,narrow,D7,1589248.512,1589248.512,1590761.911,1590761.911,1591428.497,1592095.089,1592761.481,1593428.190,1594095.003,1594761.295,1590761.911,1591164.577,402.7,2.250,2.250,0.250,None,0,2026-07-23T15:39:42.3963886+02:00
P001,1,3,8,VT,1,fast,narrow,D7,1596274.791,1596274.791,1596774.493,1596774.493,1596997.073,1597219.093,1597440.812,1597663.227,1597885.462,1598107.560,1596774.493,1597205.136,430.6,2.250,2.250,0.250,None,0,2026-07-23T15:39:45.7428710+02:00
P001,1,3,9,VT,1,fast,narrow,D3,1599329.403,1599329.403,1599829.586,1599829.586,1600051.840,1600261.499,1600495.775,1600718.061,1600940.411,1601162.711,1600718.061,1601023.902,305.8,0.917,2.250,0.250,None,0,2026-07-23T15:39:48.7979443+02:00
P001,1,3,10,V,0,slow,narrow,,1602926.409,1602926.409,1604439.952,1604439.952,1605106.511,1605773.500,1606426.205,1607092.912,1607773.315,1608439.464,,,,,2.250,0.250,None,0,2026-07-23T15:39:56.0746417+02:00
P001,1,3,11,V,0,slow,narrow,,1610230.654,1610230.654,1611744.468,1611744.468,1612397.260,1613077.782,1613744.345,1614410.571,1615077.470,1615744.169,,,,,2.250,0.250,None,0,2026-07-23T15:40:03.3794222+02:00
P001,1,3,12,VT,1,slow,narrow,D7,1617271.265,1617271.265,1618784.894,1618784.894,1619451.321,1620117.963,1620770.816,1621437.547,1622104.228,1622784.067,1618784.894,1619118.067,333.2,2.250,2.250,0.250,None,0,2026-07-23T15:40:10.4197522+02:00
P001,1,3,13,V,0,fast,narrow,,1624034.077,1624034.077,1624533.961,1624533.961,1624742.563,1624978.840,1625187.579,1625409.422,1625631.490,1625853.997,,,,,2.250,0.250,None,0,2026-07-23T15:40:13.4896142+02:00
P001,1,3,14,VT,1,fast,narrow,D6,1627672.545,1627672.545,1628172.644,1628172.644,1628394.753,1628603.352,1628839.605,1629061.880,1629270.189,1629492.702,1628394.753,1628853.773,459.0,1.917,2.250,0.250,None,0,2026-07-23T15:40:17.1283450+02:00
P001,1,3,15,V,0,slow,narrow,,1631145.577,1631145.577,1632658.803,1632658.803,1633325.545,1633991.902,1634658.297,1635325.155,1635991.658,1636658.429,,,,,2.250,0.250,None,0,2026-07-23T15:40:24.2939461+02:00
P001,1,3,16,VT,1,fast,narrow,D3,1637990.907,1637990.907,1638491.056,1638491.056,1638699.388,1638935.055,1639157.254,1639379.855,1639601.672,1639823.711,1639379.855,1639726.503,346.6,0.917,2.250,0.250,None,0,2026-07-23T15:40:27.4593738+02:00
P001,1,3,17,VT,1,slow,narrow,D1,1641420.766,1641420.766,1642933.950,1642933.950,1643600.505,1644266.915,1644933.629,1645600.063,1646266.399,1646933.092,1646933.092,1647252.866,319.8,0.250,2.250,0.250,None,0,2026-07-23T15:40:34.8773647+02:00
P001,1,3,18,T,1,slow,narrow,D5,1648544.450,,,,,,,,,,1651390.621,1652015.381,624.8,1.583,2.250,0.250,None,0,2026-07-23T15:40:41.6921472+02:00
P001,1,3,19,V,0,slow,narrow,,1655542.685,1655542.685,1657056.434,1657056.434,1657722.758,1658389.610,1659055.905,1659722.334,1660389.072,1661055.796,,,,,2.250,0.250,None,0,2026-07-23T15:40:48.6910843+02:00
P001,1,3,20,VT,1,slow,narrow,D6,1662389.000,1662389.000,1663902.970,1663902.970,1664555.133,1665221.738,1665902.594,1666555.247,1667221.621,1667888.378,1664555.133,1664972.220,417.1,1.917,2.250,0.250,None,0,2026-07-23T15:40:55.5239622+02:00
P001,1,3,21,VT,1,fast,narrow,D6,1671720.696,1671720.696,1672234.558,1672234.558,1672442.941,1672665.033,1672901.188,1673109.452,1673332.026,1673567.414,1672442.941,1672845.251,402.3,1.917,2.250,0.250,None,0,2026-07-23T15:41:01.2029147+02:00
P001,1,3,22,VT,1,slow,narrow,D2,1674858.943,1674858.943,1676373.184,1676373.184,1677039.102,1677692.549,1678373.027,1679039.191,1679705.538,1680372.185,1679705.538,1680136.329,430.8,0.583,2.250,0.250,None,0,2026-07-23T15:41:08.0077526+02:00
P001,1,3,23,V,0,slow,narrow,,1681761.535,1681761.535,1683275.681,1683275.681,1683942.024,1684608.777,1685275.509,1685928.303,1686608.897,1687275.146,,,,,2.250,0.250,None,0,2026-07-23T15:41:14.9105468+02:00
P001,1,3,24,T,0,fast,narrow,D1,1688746.763,,,,,,,,,,1690593.505,,,0.250,2.250,0.250,None,0,2026-07-23T15:41:20.1174527+02:00
P001,1,3,25,V,0,slow,narrow,,1693745.066,1693745.066,1695245.431,1695245.431,1695912.038,1696577.943,1697244.836,1697911.547,1698577.512,1699243.916,,,,,2.250,0.250,None,0,2026-07-23T15:41:26.8792448+02:00
P001,1,3,26,V,0,fast,narrow,,1700674.141,1700674.141,1701187.988,1701187.988,1701396.677,1701618.915,1701841.516,1702063.341,1702285.809,1702508.087,,,,,2.250,0.250,None,0,2026-07-23T15:41:30.1439553+02:00
P001,1,3,27,VT,0,slow,narrow,D4,1704271.064,1704271.064,1705784.638,1705784.638,1706437.373,1707104.084,1707770.615,1708450.970,1709103.827,1709783.891,1707770.615,,,1.250,2.250,0.250,None,0,2026-07-23T15:41:38.3794421+02:00
P001,1,3,28,VT,1,fast,narrow,D6,1712130.561,1712130.561,1712643.951,1712643.951,1712866.127,1713088.893,1713310.833,1713519.353,1713754.900,1713977.330,1712866.127,1713241.207,375.1,1.917,2.250,0.250,None,0,2026-07-23T15:41:41.6128698+02:00
