Time,EventCode,TrialId,Category,Expected,Received,Extra,TriggerValue
24.523036,pps_trial_start,PRACTICE_T01,TactileOnly,,,19,19
26.033264,pps_vib_fired,PRACTICE_T01,,,,D4,127
26.560182,pps_response,,,,,,62
28.749388,pps_trial_start,PRACTICE_T02,TactileOnly,,,13,13
29.177096,pps_response,,,,,,62
30.601799,pps_vib_fired,PRACTICE_T02,,,,D3,127
35.301709,pps_trial_start,PRACTICE_T01,VisualOnly,,,3,3
37.576999,pps_response,,,,,,62
39.506738,pps_trial_start,PRACTICE_T02,Both,,,47,47
40.990227,pps_vib_fired,PRACTICE_T02,,,,D4,127
44.262890,pps_response,,,,,,62
45.486441,pps_trial_start,PRACTICE_T03,Both,,,41,41
47.315799,pps_vib_fired,PRACTICE_T03,,,,D3,127
47.366680,pps_response,,,,,,62
53.068860,pps_session_start,,,,,,61
55.665499,pps_trial_start,B1_T01,Both,,,41,41
57.500946,pps_vib_fired,B1_T01,,,,D3,127
57.795348,pps_response,,,,,,62
59.889750,pps_trial_start,B1_T02,TactileOnly,,,20,20
60.390578,pps_vib_fired,B1_T02,,,,D4,127
66.338931,pps_response,,,,,,62
67.546061,pps_trial_start,B1_T03,TactileOnly,,,31,31
67.546061,pps_vib_fired,B1_T03,,,,D7,127
71.508203,pps_response,,,,,,62
72.712545,pps_trial_start,B1_T04,VisualOnly,,,3,3
76.922591,pps_trial_start,B1_T05,Both,,,52,52
77.308480,pps_vib_fired,B1_T05,,,,D5,127
77.438060,pps_response,,,,,,62
0.000000,session_end,,,,,,57
