subject_id,session_number,block_number,trial_number,trial_type,correct_response,previous_speed,current_speed,speed_sequence,transition_status,trajectory_offset_cm,trial_trigger_code,response_trigger_code,trigger_timestamp,participant_response,reaction_time_ms,accuracy,trial_interrupted,timestamp
P000,1,1,1,near_miss,MISS,none,fast,start-fast,start,-58.97,0,0,0.0000,MISS,1640.83,1,0,2026-06-25T17:12:15.9481563+02:00
P000,1,1,2,near_miss,MISS,fast,fast,fast-fast,repetition,48.36,0,0,0.0000,HIT,1464.85,0,0,2026-06-25T17:12:21.6458309+02:00
P000,1,1,3,clear_miss,MISS,fast,fast,fast-fast,repetition,-64.26,0,0,0.0000,MISS,1070.39,1,0,2026-06-25T17:12:27.1656190+02:00
P000,1,1,4,near_hit,MISS,fast,slow,fast-slow,transition,33.13,0,0,0.0000,HIT,1042.91,0,0,2026-06-25T17:12:32.7770595+02:00
P000,1,1,5,clear_hit,HIT,slow,slow,slow-slow,repetition,0.52,0,0,0.0000,HIT,1457.75,1,0,2026-06-25T17:12:46.5367684+02:00
P000,1,1,6,clear_miss,MISS,slow,slow,slow-slow,repetition,-62.48,0,0,0.0000,MISS,1194.33,1,0,2026-06-25T17:12:59.9374115+02:00
P000,1,1,7,near_hit,MISS,slow,fast,slow-fast,transition,43.45,0,0,0.0000,HIT,1054.74,0,0,2026-06-25T17:13:13.1153398+02:00
P000,1,1,8,near_miss,MISS,fast,fast,fast-fast,repetition,-46.97,0,0,0.0000,MISS,1278.04,1,0,2026-06-25T17:13:19.6013323+02:00
P000,1,1,9,clear_hit,HIT,fast,fast,fast-fast,repetition,1.73,0,0,0.0000,HIT,693.80,1,0,2026-06-25T17:13:24.3515112+02:00
P000,1,1,10,near_miss,MISS,fast,slow,fast-slow,transition,54.05,0,0,0.0000,HIT,653.17,0,0,2026-06-25T17:13:30.4891006+02:00
P000,1,1,11,clear_hit,HIT,slow,slow,slow-slow,repetition,0.00,0,0,0.0000,HIT,3192.89,1,0,2026-06-25T17:13:46.1910673+02:00
